00:00:07,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00496,00500,00500,00500,00500,00500,00500,00500,00496,00500,00500,00500,00500,00500,00500,00500,00496,00500,00500,00500,00500,00500,00500,00500,00496,00500,
00:00:08,00500,00500,00500,00500,00500,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00441,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,00458,00446,00479,00430,00444,00417,00472,00484,
00:00:08,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,00500,00500,00500,00500,00466,00500,00500,00500,
00:00:08,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00527,00500,00500,00500,00500,00500,00500,00500,00527,00500,00500,00500,00500,
00:00:08,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,00500,00500,00552,00500,00500,00500,00500,00500,
00:00:09,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,00500,00500,00500,00500,00500,00500,00500,00502,
00:00:09,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00491,00500,00500,00500,00500,00500,00500,00500,00491,00500,00500,00500,00500,00500,00500,00500,00491,
00:00:09,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00524,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,
00:00:10,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,00519,00500,00500,00500,00500,00500,00500,00500,
00:00:24,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00500,00514,00500,00500,00500,00500,00500,00500,00500,00514,00500,00500,00500,00500,00500,
